Id	Length	HS	PT	GG	NL	#1#
ENST00000251496	1015	120,747		57,84,965	139,549,573,600,620,683,912,915,966	
ENST00000321612	935	135,761	279,853	133,361,549,634	149,177	159,700
ENST00000397081	921		806	744	294,668	
ENST00000247986	908	185,292,374,389,488,547,812	153,384,440	270,368,463,583,595,625,865	393,396,401,403,406,408,456,503,545,560,577,580,586,588,590,771,789,803,818,845,855,861	285,356,598
ENST00000361813	1016	427,441	260,608	505,549,671	192,305,557,558,598,986	440,597
ENST00000622611	985				635	
ENST00000408903	810	171		684	670,708,742,746	675
ENST00000374012	1012	373		421,573,826	144,151,155,393,530,583,605,635,736,915	
ENST00000612677	905	358,550,556,632	437,507,701,707	57,153,216,304,540,902	15,17,71,120,184,207,262,305,325,352,362,363,371,390,431,433,447,450,489,528,532,552,591,613,617,619,623,636,648,651,664,667,668,679,710,712,740,806,826,867,891	46
ENST00000356786	667	252,524	414,475,508	210,253,322,391,397,570	21,22,186,187,240,259,272,311,316,341,347,375,413,434,468,528,608,609,630	90,399,432,481,612
ENST00000380320	1016	148,653,771,870	48,268,540,762	284,534,755,802,867	436,450,517,531,537,746,753,788,803,1015	
ENST00000545399	933				3	
ENST00000366922	1012	550,905	676,830	6,284,582,737	40,122,178,182,351,354,493,710,904,1010	
ENST00000640428	928			72,368,794	32,255,551,630,804,837	
ENST00000369939	910	35,684,906	403,718	541	138,150,153,223,272,567,750	
ENST00000261537	953					
ENST00000337659	1006	83			166,206,208,489	
ENST00000657391	977	125,439,867	7,113,590,782	229,291,397,763,778,876	65,99,120,121,135,186,189,193,261,281,326,351,361,383,392,449,582,586,724,739,833,855,856,906,929	930
ENST00000525773	1014	248,305,332,347,394,464,673,808	42,358,601,610,654,657,659,678,757,814	71,630,683,851,970	49,73,100,207,208,250,267,318,319,351,367,375,384,389,408,433,436,441,471,557,573,574,604,638,688,691,693,713,799,820,824,838,839,872,975,994	234,419,723
ENST00000257829	1008	163,461,995	900	213,592	29,216,742,795,904	
ENST00000311403	337			195		
ENST00000330560	971	140,165,600,640,742,840	159,491,733,808,876,955	222,575,646,671,786,887,941	4,15,87,125,190,229,234,241,247,261,277,282,319,341,351,370,383,426,498,508,513,602,613,618,628,631,634,648,650,651,706,741,752,769,781,794,846,862,950,969	172,556,801,938
ENST00000397501	805	12,590	220,283		166,222,305,480,606	486,513
ENST00000335894	1024	130,143,890,929,967	8,124,197,244,338	31,34,248,322,347,394,413,514,517,622,789,885,896,1016	4,13,55,111,133,140,211,212,256,274,298,391,408,409,612,628,874,888,931	259
ENST00000340096	1008	503,831	298,624,753	611,703,726,902	8,9,227,232,243,272,467,487,527,534,613,650,713,714,757,847,885,925,927,928,1004	331
ENST00000379869	1013	498,583	96,350	102,131,245,285,693	5,208,271,284,291,296,353,378,557,747,930	219,621
ENST00000276282	992	157,842	100,387,627,718,839	460,578,786	95,140,147,310,393,456,461,524,586,722,723	883
ENST00000284885	984	6,7,60,122,505,610,697,905	51,329	182,400,500,644,734	40,144,176,271,320,375,449,527,612,663,742,764,811,821,826,843	657
ENST00000496811	1004		138,442,995	127,130,966	30,77,137,141,464,749	284
ENST00000281419	921	706,832	245,738	620	469,494,499,740,863,882	
ENST00000463781	877	102,110,121,353,597,753,779	41,79,81,82,84,86,97,461,587,825	5,7,30,52,111,199,243,523,564	2,9,40,57,63,75,92,114,176,198,201,224,231,263,275,276,340,343,370,414,436,447,449,454,465,472,486,521,547,574,578,582,594,595,604,617,623,628,653,672,708,718,722,781,790,826,849,863,871	215,627,872
ENST00000310053	1009	332,356	199,867	22,385,1001	51,130,279,373,391,729,819,827	55
ENST00000555993	995	807	470,552,621	605,855,859	7,17,795,809,933,942	
ENST00000275884	969	156,231,639,737	395	62	38,61,78,105,107,123,199,228,229,288,467,753,870	79
ENST00000361127	859	9,71,193	75,110,276,775,837,838,843,850	479,545,811	8,78,85,475,481,510,610	488
ENST00000409538	936	107,318,876	865	71,109,173	40,63,64,80,100,171	43
ENST00000337057	997	8		180	50,62,173,204,283,550,551,562,573,581,714,774,775	155
ENST00000332830	1004	684		350	202,462,476,514,650,764,785	
ENST00000346183	957	57	362,587,593,690	325,626	71,124,125,147,284,347,368,388,668,711,722,780,789,796,945	631
ENST00000544916	1004	518	103,647	702	92,484	
ENST00000261716	862				387,388,390	
ENST00000561186	995	77		736	10,65,85,171,180,357,572,661	
ENST00000260731	957	746	461,718		169,172,181,182,184,389,460,463,524,539,596,625,627,680,753,768,770,778,793,832,860,870	
ENST00000306858	1011	87,378,640	593,865	323,509,585,716,777	61,71,292,343,458,594,619,622,656,738,826,903,947,966	
ENST00000401804	924	14,484,487,492,505,507,550,559,705	275,558,735	73,86,249,390,479,494,563,690,780,919	2,56,68,99,217,237,240,259,335,374,435,464,468,477,488,497,500,541,542,568,586,587,603,622,689,722,737,751,761,799,802,922	341,356,420,481,483
ENST00000381396	1011	157,204,252,269,278,412,626,749	323,408,433,530,707,731,777	25,415,511,636	12,80,162,205,220,246,251,327,425,474,493,568,694,792,958,971,984	
ENST00000343625	614	521	113,213	55,116,207,229,576	18,34,189,230,251,378,546,557,603	486
ENST00000268070	930	31,127,929	118,538,750,755,927	239,433,786	113,126,421,451,455,620,826,850,900	624
ENST00000378526	898	683	180,841	4,175	12,23,58,72,95,139,157,181,432,580,591,679,823,835,844,850,875,876,878,881,882	258
ENST00000333486	893	393,768,836,863	433,647	262	6,233,273,286,311,414,484,537,561,690,788,826,831,846,847	717,808,840
ENST00000261023	926	737	12	18	644,766,767,771,773,776,777,779	3
ENST00000166244	961	140,679,873	272,902	350,467,647	57,328,613,694,709,821	
ENST00000598519	994	233,235,242,387,743	207	108,111,112,258,284,346,843	33,305,316,339,396,410,589,598,679,740,755,814,825,930,943	
ENST00000375799	989	12,348	288,319,343,429	284,430,467,533	241,482,525,732,738,894,957	
ENST00000614342	1006	609,745,857,884	234,340,868	47,737	20,294,509,583,748,757,809,905	830
ENST00000367618	1009	371,392	241,362,598,775,781,828	91,151,230,637,885	7,10,49,134,167,168,195,314,350,364,395,505,506,518,526,555,655,658,677,818,822,823,869,899,967,981	16,466,510,645
ENST00000285599	813	195,388	347,426,439,460,779	389,709	187,305,332,399,456,458,499,529,615,679,683,688,710,715,765,769,775,784	46,780
ENST00000551295	952		776	533,579	330,874	
ENST00000296051	1004	504,1002	225,334,497	224,625,978	23,184,209,231,232,323,333,452,591,623,672,724,752,761,988	844
ENST00000369303	944		857		298	245
ENST00000330394	952		562			
ENST00000413052	949				58,476,478,479,483,484,611	
ENST00000403821	994			496,606	32,545	
ENST00000324685	851	229,471,552	225	561	114,151,194,227,457,474,520	
ENST00000541286	963	421,508,869	519,547,702,837	759	28,390,518,558,604,620,706,804	5
ENST00000297494	922	92		279	30,558,861,915	
ENST00000407559	899	219,267,281	10,24,187,356,891	55,135,156,191,207,297,316,806,894	23,28,51,60,75,90,101,146,172,189,259,260,275,288,353,355,404,408,440,501,541,557,568,571,587,590,591,598,711,738,774,830,840,848,871	483,893,897
ENST00000394126	952	863			15,153,719	
ENST00000523731	984		227		4,6,7,248,415,676,758	357
ENST00000338821	940					
ENST00000652093	956	3,391,568	636,677,922	612,935,949	102,282,300	
ENST00000650060	929		14	12,713	15,28,33,395	
ENST00000331075	1006	153,213,354,417,833	172,215,636,904	15,388,408,742,809,919,925	74,93,99,141,143,199,217,234,268,276,302,377,766,810,847,956,981,998,1003	
ENST00000274938	910			304	269,526,617,697,744	
ENST00000321105	1001	28,304,425,646,754,791,831	277		17,198,461,471,493,496,499,638,742,757,769,790,794,796,797,805,862,960,970	873
ENST00000434752	986	51,135,273,289,303,368,551,734	158,225,286,559	147,199,255,425,537,584,626,792,834,882,900,977	52,142,146,149,153,177,196,202,243,280,282,316,345,354,374,377,381,394,395,400,407,438,464,482,486,503,613,629,777,798,811,813,816,896,954	449,542,773,959
ENST00000369075	992	160,251,485,554,633,637	98,168,600,704	123,701	164,228,500,630	
ENST00000619644	1002	407,632	4,234,235,306,332,452,497,652	12,86,135,360,446,622,726,777	3,9,33,130,187,202,268,291,370,373,406,453,505,625,654,660,736,875	965
ENST00000640237	662	146,233,292,321,368,427,458,532,569,651,654	3,4,8,13,14,16,17,22,24,29,37,40,43,44,46,48,49,51,52,54,55,57,62,64,65,67,73,75,80,81,85,91,95,98,102,103,105,106,112,113,115,120,204,216,217,236,356,475,545,547,549,558	118,169,177,363,371,452	88,89,132,157,167,220,224,230,241,269,277,309,312,315,369,380,394,432,433,437,439,529,629	
ENST00000651672	856	469,688	256,260,400,541,629,698	30,63,193,232,246,705,821,827	7,34,133,159,235,239,361,362,368,375,412,416,424,474,476,510,527,533,542,587,621,638,645,692,714,739,762,770,774,787	
ENST00000379558	984	57,91,167,329,353,355,386,391,408,495,502,764,768,797,805,818,854,905	133,164,288,325,346,798,864	106,163,179,239,317,363,371,384,691,946	48,52,103,112,144,147,153,160,187,192,200,213,219,226,248,252,274,279,296,342,359,410,413,430,516,549,552,553,591,593,621,635,673,695,727,728,737,755,759,783,828,840,859,915,958,979	903
ENST00000646065	983	684,978	603,622		120,504,513,527,583,765,882,905,923	
ENST00000473835	992		881	441,442,445	19	
ENST00000477853	266		144		8,125,201	
ENST00000345382	994	583,623	715	453,457,695	17,42,164,468,560,614,619,644,706,721	737
ENST00000339266	816		619	42,173,250	256,667	
ENST00000322893	916		667			
ENST00000533655	995	703,744,839,889	40,278,400,537,734,784,912,918,925,927,935,953	382,528,564,879	140,155,203,206,219,225,247,289,326,332,484,543,561,567,583,683,696,701,706,752,783,843,907,932,959	
ENST00000453321	958	601		8,71,469	26,99,128,137,158,160,208,213,266,299,454,558,726,768,841	117,716
ENST00000343063	958	3,263,524,542,633,714,782,932	166,437,606	349,378,537,639	26,139,161,164,213,369,370,374,376,410,446,518,522,541,590,642,651,724,726,801,908,909,914,923,955	265
ENST00000442034	980		547,933		98,285,710,716,919	
ENST00000266383	844	577,591	354,658	80,488,598,737	42,63,114,118,135,153,156,160,191,272,293,313,323,327,346,378,384,390,403,404,431,473,487,605,629,843	816
ENST00000401738	988	76,389,951		323	4,97,476,695,900,965,973	211,629
ENST00000537465	895	94,269,328,765,838	259,354,434,694	33,445,524,690,792,855,882	41,50,103,104,106,162,167,202,211,216,239,270,281,319,327,355,370,390,405,436,450,473,507,545,552,564,581,629,642,643,697,728,742,760,761,777,796,798,800,818,820,852,865	233,866,876
ENST00000649792	954	296,303,606,624	129,424	213,470,605,639	101,184,188,214,222,364,441,504,563,589,616,630,646,691,870	440,459
ENST00000281821	911			312	446,450,754,755	
ENST00000248933	770	365	78,79,305		2,17,63,239,247,266	
ENST00000355594	993	237,243,306,653,707,859	154,259,328,431,437,476,548,641,760	377,422,847,883	10,20,233,301,320,327,338,367,373,374,383,389,509,566,572,590,603,673,702,726,755,757,765,973,986	349,542,591
ENST00000366624	884	155,630,635,658	811	14,74,655,776,787,794,803,825,834	233,358,433,516,553,558,562,565,594,632,647,649,673,674,676,687,698,710,722,727,731,772,773,793,804	453,544
ENST00000263208	981	651		508	391,549,567,584,782,905	587
ENST00000358173	886			196,319	199,200,203,205,211,216,223,267,269,270,280,283,284,293	5
ENST00000424776	827	197,201,251,283,387,549,610,642,705	40,90,134,156,194,318,349,360,446,518,535,587,594,630,633,652,655,664,727	6,113,128,282,294,368,386,453,470,532,538,555,558,588,619,668,766,819	16,33,36,44,54,55,63,80,83,103,110,112,120,121,124,140,145,153,154,168,170,172,181,184,195,203,208,212,221,269,286,298,306,309,325,330,333,339,344,346,348,362,373,376,378,390,391,400,404,411,414,421,423,424,427,428,433,439,444,457,460,461,463,468,479,480,483,486,493,520,548,571,576,577,607,612,621,623,632,647,648,667,686,689,690,693,694,702,708,723,745,750,756,769,772,775,783,791,818	84,126,403,498,525,526,541,573,700
ENST00000583023	927	532,786	258,620,892	594,773,810,815,844	158,294,447,496,668,710,715,734,739,789,791,808,861,871,885,895	635
ENST00000309241	973	180,703,793	545,700	88,312,352,359,418,419,504,623,774	82,95,117,169,249,282,306,392,492,507,695,710,727,747,847,887,903,909	
ENST00000306467	986	382	156,438	465	45,138,152,348,370,391,430,617,729,753,887,897,922	
ENST00000317338	913	740,788	374,857,863	37,83,139,181,343,628	153,179,376,783,786,838,881	82
ENST00000546188	910	49,172,342,411	76,888,901	26,248,353,421,426	2,3,5,6,219,220,262,602,609,624,772,809,872,893,897	
ENST00000336926	975	353,507	687	616	346,436,442,485,509,623,682,747	970
ENST00000298912	972	461,888	488,541,755,811	264,350,498,543,547,590,607,613,614,789,803,807,856,908	369,371,386,430,464,472,490,555,562,572,585,758,781,826,865,870,914,970	252,622
ENST00000222339	217			183	3,5,7,8,10,11,13,15,177	
ENST00000673471	849	175,226,761,836	296,636,752	71,96,218,661,741,765	94,123,124,139,195,279,347,666,668,736,797,818	52,291,670,742
ENST00000265978	834	64,467,592,595	19		604,640,768,785,786	
ENST00000625323	988	28,68,159,180,222		176,305	44,355,491,507	
ENST00000280377	981				721	
ENST00000254528	960	69,173,392,469,556,719,729,744,753,786	5,105,319,645,717,732	225,245,448,703,704	40,65,130,136,161,342,423,454,513,520,577,605,606,706,707,713,714,772,780,784,929	
ENST00000355303	912	77,623,891	70,76	441,911	23,40,44,74,786,904,907	
ENST00000327946	982	268,601	165		562,718,892,923	
ENST00000520602	985	532	285,769,908,919	507,920	240,378,379,531,572,596,604,623,629,679,681,720,813,892,915,953	106
ENST00000425538	986	316,868	592,613	192,711,954	73,175,246,432,727,861,947	730
ENST00000672673	991	88,135,225,272,301,382,596,814	60,247,290	36,193	8,34,99,121,122,125,149,157,166,214,216,228,255,264,269,273,294,298,311,323,352,353,399,442,456,462,496,514,990	108,158,558
ENST00000336596	983	4	268,886	138,564	17,22,412,867,914,924,978	18
ENST00000241453	993	7,10,981,983	126,527,557,938,961	16,60,80,109,203,305,963	20,72,129,222,453,579,903,965,973,976,979	399
ENST00000546305	957	293,324,419,555	408,755	102,318,465,596,757,788	251,367,389,394,405,424,430,466,510,548,568,616,641,672,744	575
ENST00000360264	818	561	320,560	501	201,210,267,309,310	265
ENST00000343257	976	74,104,118,154,730		80,91,620,732	103,147,380,397,465,626,680,696,727,775,907,922	
ENST00000631683	933	338,739,823	241,697	158,239,700	164,166,235,618,638,672,807,913	
ENST00000310396	990	139,147,210,352,532,581,891	164,217,418,515,623	376,451,723,894,900	38,56,60,84,85,116,117,138,150,185,192,203,269,310,353,407,452,502,562,714,943,961	
ENST00000238616	854	356	764		461,828	
ENST00000502396	990	153,336,452	162,206	90,119,163,497,498,554,624,631,695	102,105,117,291,323,345,466,478,542,622,630,648,681,694,858,879,966	881
ENST00000370521	984	598,610,678		14,605	9,127,136,290,330,553,581,606,645,779,780,786,811,822,823,829,832,849,854,855,858,860,864,865,897,904,945,963,980	282
ENST00000377298	956	349,862	283,916	500,642	332,377,406,545,870	
ENST00000373624	986	548,728,779	538	577,656,667,723,840,896	528,570,736,739,846,915	
ENST00000444676	964				838,891	
ENST00000404141	915		83	298,733	118,261,478,481,528,889,914	
ENST00000357872	990	54,213,982	82,500,550,808,922	57,97,343,379,528,569,617,845	52,86,103,114,126,139,163,218,321,446,563,587,595,785,852	897,936
ENST00000625583	977				10,761,783,825,844,898,955	
ENST00000235180	916		221	38	346,489	
ENST00000265909	981	100,154,350,396,607,702,867	281,452,618,769	7,152,444,781	69,72,148,210,217,218,289,295,311,437,501,668,724,752,797,921,951	
ENST00000315677	977	237				
ENST00000392550	922	71,327,449		162,215,689,690,729,752	116,163,246,255,278,350,401,423,437,446,551,646,724	638
ENST00000515799	968	61,858	20,573,673	308,402,433,606	28,268,415,456,699	188,207
ENST00000475390	977		787,875	792	298,505,622,777	880
ENST00000074304	972				565,588	316
ENST00000647377	965	486,928	859	582,960	548,581,651,853,878	
ENST00000254325	969	337		126,365,387	113,183,259	
ENST00000258399	978		182,761	122,208,645	298,470,477,969,976	
ENST00000642869	885	533,581,582	278,368,378,428	12,474,569,683,760,763,838	45,102,109,125,136,145,147,174,217,320,339,347,443,485,501,586,609,646,688,736,740,743,757,770,825,863	155,775
ENST00000371100	984	61,253	3,37	67,121,130,209,367,369	8,86,111,112,127,177,178,286,297,300,308,321,325,338,365,398,427,453,456,458,473,484,508,510,521,533,534,536,546,560,564,579,581	322,516
ENST00000389120	975			213	529	
ENST00000251973	842			270,273,301,427,759,761	432,688,723,768,836	
ENST00000272322	965	234,394	458,565	427,555	252,371,520	
ENST00000307017	977		360,448,647,723	512,516,829	35,99,168,188,209,210,482,530,566,575,584,607,611,629,732,786	
ENST00000611279	698		178	386	130,136,358,508,583,640	
ENST00000244571	829	653	21	8,238,252,367,723	25,60,162,197,316,431,522,536,680,764,812,820,823	169,339,822
ENST00000371153	995	98,130,368,412,538,822,840,935	339,366,378,548,724,873	94,154,199,203,280,350,447,477,534,756,838	13,78,81,92,110,111,122,152,193,205,219,223,241,269,271,276,320,336,377,403,440,471,484,489,506,510,527,539,541,564,588,619,633,698,722,739,780,803	
ENST00000318217	974	775	241,422		183,216,451,713,746	
ENST00000433197	977		94,508	352,504,930	4,340,350,402,444,919	563
ENST00000507488	973	876			535	
ENST00000394810	976		78,619,934	28,103,402,571,783	22,87,323,363,364,367,369,374,406,408,500,594,711,720,748,873,877,883	
ENST00000650630	975	84,512,518			56,63,80	
ENST00000373886	974	578,809			28,486,562,647,814,943,944	
ENST00000262839	973			857	735,777,807	
ENST00000426333	914				63	45
ENST00000412055	966	202,222,230,323,367,504	29,292,336,853,873	18,192,881	57,98,101,109,122,134,150,164,179,238,278,304,308,313,329,330,519,686,852,865,869,880,940,949	
ENST00000220509	972		70,509,608	97,451	121,131,353,688	
ENST00000321867	646	251,512	71,73,74,76,83,85,86,88,90,91,235,307	291,373	202,209,229,254,287	
ENST00000434748	868	2,694,800	3,95,226,402,431,478,558	246,427,432,442,603,818	6,141,153,156,197,203,210,214,215,230,244,588,615,674,717,828	509,636
ENST00000262144	891	276	268	73,245,693	297,569,678	
ENST00000262982	958			348		
ENST00000253861	974	947		246,517	238,263,329,366,675	354
ENST00000255078	923	72,201,315,416,602,741,888,889	634,740,773,776,806,844	35,115,313,485,557,562,578,664,774,810,847,902	36,96,98,220,221,291,293,294,297,299,304,412,613,618,633,645,732,779,785,805,835,908,917	821
ENST00000275815	975	160,164,351,899	393,758		25,54,278,287,300,367,396,473,551,585,775,916	480
ENST00000373023	822	18,19,219,599,675	80,234,440,687,743	14,42,104,169,284,821	137,139,140,144,145,150,165,217,239,555,559,588,696,731,754,768,804	
